Dam Name,Other Names,Former Names,NID ID,Other Structure ID,Federal ID,Owner Names,Owner Types,Primary Owner Type,Number of Associated Structures,Is Associated Structure?,Designer Names,Non-Federal Dam on Federal Property,Primary Purpose,Purposes,Source Agency,State or Federal Agency ID,Latitude,Longitude,State,County,City,Distance to Nearest City (Miles),River or Stream Name,Congressional District,State Regulated Dam,State Jurisdictional Dam,State Regulatory Agency,State Permitting Authority,State Inspection Authority,State Enforcement Authority,Federally Regulated Dam,Federal Agency Owners,Federal Agency Involvement Funding,Federal Agency Involvement Design,Federal Agency Involvement Construction,Federal Agency Involvement Regulatory,Federal Agency Involvement Inspection,Federal Agency Involvement Operation,Federal Agency Involvement Other,Built Under the Authority of the Secretary of Agriculture,NRCS Watershed Dam Authorization,Primary Dam Type,Dam Types,Core Types,Foundation,Dam Height (Ft),Hydraulic Height (Ft),Structural Height (Ft),NID Height (Ft),NID Height Category,Dam Length (Ft),Volume (Cubic Yards),Year Completed,Year Completed Category,Years Modified,NID Storage (Acre-Ft),Max Storage (Acre-Ft),Normal Storage (Acre-Ft),Surface Area (Acres),,MAF,km3,,
Norris Dam,Norris Lake,,TN01302,,TN01302,TVA,Federal,Federal,1,No,TVA,No,Flood Risk Reduction,Flood Risk Reduction;Recreation;Hydroelectric,Tennessee Valley Authority,,36.22407,-84.092634,Tennessee,Campbell,CLINTON,20,CLINCH RIVER,"Tennessee, Congressional District 03",No,No,,No,No,No,Yes,Tennessee Valley Authority,Tennessee Valley Authority,Bureau of Reclamation,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,Tennessee Valley Authority,,No,N/A,Concrete,Concrete;Earth;Gravity,,Rock,236,238,265,265,Greater than 100 feet,1860,1184000,1936,1930-1939,,3363168,3363168,2040507,34000,,3.363168,4.148467728,,
Mansfield Dam,,Lcra Mansfield Marshall Ford Dam,TX01087,,TX01087,LOWER COLORADO RIVER AUTHORITY,Local Government,Local Government,0,No,DOI BR,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Hydroelectric;Water Supply,Texas,TX01087,30.392217,-97.907341,Texas,Travis,AUSTIN,18,COLORADO RIVER,"Texas, Congressional District 10",Yes,Yes,TCEQ,Yes,Yes,Yes,No,,,,,,,,,No,N/A,Earth,Earth;Rockfill;Gravity,Earth,Unlisted/Unknown,277,277,278,278,Greater than 100 feet,7089.39,33890000,1942,1940-1949,,3223000,3223000,1953900,18929,,3.223,3.9755705,,
Livingston,,,TX03823,,TX03823,Trinity River Authority,Public Utility,Public Utility,1,No,,No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,12632-01-01,30.625,-95.0265,Texas,San Jacinto,Goodrich,10,Trinity                       ,"Texas, Congressional District 08",Yes,Yes,TCEQ,Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,,,,,90,,,90,51-100 feet,14000,,1969,1960-1969,,3208450,3208450,1750000,83000,,3.20845,3.957623075,,
Falcon Dam,,,TX00024,,TX00024,International Boundary and Water Commission;Mexico Comision Internacional de Limites y Aguas,Federal,Federal,0,No,,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation;Hydroelectric,International Boundary and Water Commission,,26.55900002,-99.16699982,Texas,Starr,Roma,20,Rio Grande,"Texas, Congressional District 28",No,No,,No,No,No,Yes,International Boundary and Water Commission,International Boundary and Water Commission,Bureau of Reclamation,International Boundary and Water Commission,International Boundary and Water Commission,US Army Corps of Engineers,International Boundary and Water Commission,US Army Corps of Engineers,No,N/A,Concrete,Concrete;Earth,Earth,Rock,150,141,175,175,Greater than 100 feet,26294,13242000,1953,1950-1959,,3177000,3177000,2668000,115400,,3.177,3.9188295,,
Sardis Dam,Sardis Lake,,MS01493,,MS01493,USACE - Vicksburg District,Federal,Federal,0,No,CEMVK,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,US Army Corps of Engineers,MS01493,34.40871079,-89.79696915,Mississippi,Panola,BATESVILLE,10,LITTLE TALLAHATCHIE RIVER,"Mississippi, Congressional District 02",Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Soil,97,107,117,117,Greater than 100 feet,15300,16450000,1940,1940-1949,,3016000,3016000,108000,10700,,3.016,3.720236,,
New Melones,,,CA10246,,CA10246,RECLAMATION,Federal,Federal,0,No,US ARMY CORPS OF ENGINEERS,No,Hydroelectric,Hydroelectric;Irrigation;Recreation;Water Supply,Bureau of Reclamation,,37.9491,-120.524,California,Calaveras,,0,STANISLAUS RIVER,"California, Congressional District 05",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Rockfill,Rockfill;Earth,,,578,614,625,625,Greater than 100 feet,1560,15867801,1979,1970-1979,,2870000,2870000,2720000,13450,,2.87,3.540145,,
Greers Ferry Dam,Greers Ferry Lake,,AR00173,,AR00173,USACE - Little Rock District,Federal,Federal,2,No,"CESWL, CESWL",No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,US Army Corps of Engineers,AR00173,35.52118329,-91.99423151,Arkansas,Cleburne,Heber Springs,,LITTLE RED,"Arkansas, Congressional District 02",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Concrete,Concrete;Gravity,Concrete,Rock,243,243,251,251,Greater than 100 feet,1704,856000,1962,1960-1969,,2844000,2844000,1910000,31460,,2.844,3.508074,,
Trinity,Clair Engle Lake,,CA10196,,CA10196,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Hydroelectric,Hydroelectric;Irrigation;Recreation,Bureau of Reclamation,,40.8011,-122.7622,California,Trinity,,0,TRINITY RIVER,"California, Congressional District 02",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Earth,Earth,,,458,458,538,538,Greater than 100 feet,2450,29400000,1962,1960-1969,,2760870,2760870,2447650,17722,,2.76087,3.405533145,,
Grenada Dam,Grenada Lake,,MS01494,,MS01494,USACE - Vicksburg District,Federal,Federal,1,No,CEMVK,No,Flood Risk Reduction,Flood Risk Reduction;Recreation,US Army Corps of Engineers,MS01494,33.82162942,-89.77239369,Mississippi,Grenada,GRENADA,2,YALOBUSHA RIVER,"Mississippi, Congressional District 02",Yes,Yes,MS DEPARTMENT OF ENVIRONMENTAL QUALITY,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Soil,80,97,103,103,Greater than 100 feet,13900,9600000,1954,1950-1959,,2722100,2722100,85700,9800,,2.7221,3.35771035,,
Bagnell                                                          ,Bagnell Dam,,MO30014,,MO30014,Union Electric Company,Private,Private,1,No,STONE & WEBSTER,No,Hydroelectric,Hydroelectric;Recreation;Flood Risk Reduction,Federal Energy Regulatory Commission,00459-01-01,38.205111,-92.622437,Missouri,Miller,Bagnell                                           ,3,Osage River                   ,"Missouri, Congressional District 03",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Gravity,Gravity,Concrete,Rock,148,90,148,148,Greater than 100 feet,2543,551000,1931,1930-1939,,2677000,2677000,1926800,55342,,2.677,3.3020795,,
Wright Patman Dam - Saddle Dike,,,TX00021,S001,TX00021S001,USACE - Fort Worth District,Federal,Federal,,Yes,,No,Flood Risk Reduction,Flood Risk Reduction,US Army Corps of Engineers,TX00021,33.286557,-94.158724,Texas,Cass,TEXARKANA,,Sulphur River,"Texas, Congressional District 01",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,,,33,28,33,33,25-50 feet,6150,,1953,1950-1959,,2650000,2650000,145300,20300,,2.65,3.268775,,
Elephant Butte Dike,,,NM00129,S001,NM00129S001,RECLAMATION,Federal,Federal,0,Yes,RECLAMATION,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation;Hydroelectric,Bureau of Reclamation,,33.1695,-107.2035,New Mexico,Sierra,TRUTH OR CONSEQUENCES,6,RIO GRANDE RIVER,"New Mexico, Congressional District 02",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Rockfill,Rockfill;Earth,Bituminous Concrete,Rock,59,54,59,59,51-100 feet,2000,178891,1921,1920-1929,,2593255,2593255,2065010,42750,,2.593255,3.198780043,,
Elephant Butte,,,NM00129,,NM00129,RECLAMATION,Federal,Federal,1,No,RECLAMATION,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation;Hydroelectric,Bureau of Reclamation,,33.1541,-107.1919,New Mexico,Sierra,TRUTH OR CONSEQUENCES,5,RIO GRANDE RIVER,"New Mexico, Congressional District 02",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Concrete,Concrete;Gravity,Bituminous Concrete,Rock,301,210,301,301,Greater than 100 feet,1674,618785,1915,1910-1919,1985S,2593255,2593255,2065010,42750,,2.593255,3.198780043,,
Buford Dam,Lake Sidney Lanier,,GA00824,,GA00824,USACE - Mobile District,Federal,Federal,3,No,CESAM,No,Flood Risk Reduction,Flood Risk Reduction;Recreation;Hydroelectric,US Army Corps of Engineers,GA00824,34.16032625,-84.07387528,Georgia,Gwinnett,BUFORD,3,CHATTAHOOCHEE RIVER,"Georgia, Congressional District 06",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock,,193,231,231,Greater than 100 feet,2470,3751000,1958,1950-1959,,2554000,2554000,1917000,47182,,2.554,3.150359,,
John Day Lock and Dam,Lake Umatilla,,OR00011,,OR00011,USACE - Portland District,Federal,Federal,0,No,,No,Navigation,Navigation;Other;Irrigation;Recreation;Hydroelectric;Flood Risk Reduction,US Army Corps of Engineers,OR00011,45.71794765,-120.6953956,Oregon,Klickitat,RUFUS,,COLUMBIA RIVER,"Washington, Congressional District 04",Yes,Yes,OWRD,Yes,Yes,Yes,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Concrete,Rock,118,113,230,230,Greater than 100 feet,5900,2830000,1968,1960-1969,,2530000,2530000,530000,55000,,2.53,3.120755,,
Menasha Lock and Dam,Lake Winnebago 6124,,WI00814,,WI00814,USACE - Chicago District;Wisconsin DNR,Federal,Federal,0,No,CELRE,No,Flood Risk Reduction,Flood Risk Reduction;Navigation;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,WI00814,44.19953465,-88.44680158,Wisconsin,Winnebago,MENASHA,,FOX,"Wisconsin, Congressional District 06",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Concrete,Concrete;Gravity,Concrete,Soil,,9,16,16,Less than 25 feet,401,0,1937,1930-1939,,2430000,2430000,1230000,173000,,2.43,2.997405,,
Sanford,,,TX00023,,TX00023,RECLAMATION,Federal,Federal,0,No,RECLAMATION,No,Recreation,Recreation,Bureau of Reclamation,,35.7142,-101.5525,Texas,Hutchinson,CANADIAN,65,CANADIAN RIVER,"Texas, Congressional District 13",No,No, ,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Earth,Earth,Unlisted/Unknown,Rock;Soil,228,192,228,228,Greater than 100 feet,6380,15398000,1965,1960-1969,,2385983,2385983,945400,16513,,2.385983,2.943110031,,
Don Pedro Main,,,CA00281,,CA00281,Turlock Irrigation District,Public Utility,Public Utility,4,No,Bechtel,No,Hydroelectric,Hydroelectric;Irrigation;Fish and Wildlife Pond;Recreation;Flood Risk Reduction,Federal Energy Regulatory Commission,02299-01-01,37.7007,-120.4221,California,Tuolumne,La Grange,4,Tuolumne River                ,"California, Congressional District 05",Yes,Yes,"DWR, Safety of Dams",Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth;Rockfill,,Rock,585,560,585,585,Greater than 100 feet,1900,16400000,1971,1970-1979,,2300000,2300000,2030000,13000,,2.3,2.83705,,
Tuttle Creek Dam - Blue Rapids Levee,Tuttle Creek Lake,,KS00012,S001,KS00012S001,USACE - Kansas City District,Federal,Federal,0,Yes,CENWK,No,Flood Risk Reduction,Flood Risk Reduction,US Army Corps of Engineers,KS00012S001,39.68679294,-96.66775654,Kansas,Marshall,BLUE RAPIDS,,BIG BLUE RIVER,"Kansas, Congressional District 01",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,No,,Earth,Earth,Earth,Soil,,157,157,157,Greater than 100 feet,4500,500000,1963,1960-1969,,2257000,2257000,335100,13350,,2.257,2.7840095,,
Tuttle Creek Dam,Tuttle Creek Lake,,KS00012,,KS00012,USACE - Kansas City District,Federal,Federal,1,No,,No,Flood Risk Reduction,Flood Risk Reduction;Other;Navigation;Fish and Wildlife Pond;Recreation,US Army Corps of Engineers,KS00012,39.25713795,-96.591805,Kansas,Pottawatomie,MANHATTAN,,BIG BLUE RIVER,"Kansas, Congressional District 01",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Rockfill,Rockfill;Earth,,,,157,157,157,Greater than 100 feet,7500,17600000,1960,1960-1969,,2257000,2257000,335100,13350,,2.257,2.7840095,,
Lake George Outlet - Canal Intake                                ,,,NY00230,S001,NY00230S001,"LaChute Hydro Company, LLC",Private,Private,2,Yes,,No,Hydroelectric,"Hydroelectric;Fire Protection, Stock, Or Small Fish Pond",Federal Energy Regulatory Commission,05760-01-02,43.8373,-73.4296,New York,Essex,Ticonderoga                                       ,1,La Chute River                ,"New York, Congressional District 21",Yes,Yes,NYS DEC,Yes,Yes,Yes,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Concrete,Concrete;Rockfill,Concrete,Rock,28,,,28,25-50 feet,91,,1987,1980-1989,,2250000,2250000,2250000,28160,,2.25,2.775375,,
Saluda                                                           ,Lake Murray (Res);Lake Murray Dam,,SC00224,,SC00224,South Carolina Electric and Gas Company,Public Utility,Public Utility,4,No,"MURRAY & FLOOD, NEW YORK CITY",No,Hydroelectric,Hydroelectric,Federal Energy Regulatory Commission,00516-01-01,34.0528,-81.2186,South Carolina,Lexington,Irmo                                              ,3,Saluda                        ,"South Carolina, Congressional District 02",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Earth,Earth,Earth,Rock,213,205,234,234,Greater than 100 feet,7800,11000000,1930,1930-1939,,2200000,2200000,2100000,48000,,2.2,2.7137,,
Pensacola                                                        ,Grand Lake,,OK00135,,OK00135,Grand River Dam Authority,State,State,3,No,,No,Hydroelectric,Hydroelectric;Flood Risk Reduction,Federal Energy Regulatory Commission,01494-01-01,36.470554,-95.036321,Oklahoma,Mayes,Salina                                       ,23,Neosho                        ,"Oklahoma, Congressional District 02",No,No,,No,No,No,Yes,,,,,Federal Energy Regulatory Commission,Federal Energy Regulatory Commission,,,No,N/A,Multi-Arch,Multi-Arch;Gravity,Concrete,Rock,155,143,151,155,Greater than 100 feet,6565,,1940,1940-1949,,2197000,2197000,1630000,46500,,2.197,2.7099995,,
B. F. Sisk,B F Sisk,,CA10183,,CA10183,RECLAMATION,Federal,Federal,1,No,RECLAMATION,No,Hydroelectric,Hydroelectric;Irrigation;Recreation;Water Supply,Bureau of Reclamation,,37.0582,-121.0745,California,Merced,,0,SAN LUIS CREEK,"California, Congressional District 13",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Earth,Earth,,,305,305,382,382,Greater than 100 feet,18600,77663500,1967,1960-1969,,2118380,2118380,2094900,13000,,2.11838,2.61302173,,
Whitney Dam,,,TX00017,,TX00017,USACE - Fort Worth District,Federal,Federal,1,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply,US Army Corps of Engineers,TX00017,31.86764781,-97.37049823,Texas,Hill,Whitney,,BRAZOS RIVER,"Texas, Congressional District 06",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers;Federal Energy Regulatory Commission,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Rock;Soil,159,148,166,166,Greater than 100 feet,7538,2253300,1951,1950-1959,,2100400,2100400,627100,23560,,2.1004,2.5908434,,
Center Hill Dam,Center Hill Lake,,TN04102,,TN04102,USACE - Nashville District,Federal,Federal,0,No,CELRN,No,Flood Risk Reduction,Flood Risk Reduction;Other;Recreation;Hydroelectric;Water Supply,US Army Corps of Engineers,TN04102,36.09790375,-85.82636891,Tennessee,DeKalb,LANCASTER,5,CANEY FORK RIVER,"Tennessee, Congressional District 06",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Other,Other,Earth,Rock,,125,125,125,Greater than 100 feet,2160,3578000,1951,1950-1959,,2092000,2092000,1330000,18220,,2.092,2.580482,,
Barkley Lock and Dam,Lake Barkley,,KY03001,,KY03001,USACE - Nashville District,Federal,Federal,0,No,CELRN,No,Navigation,Navigation;Other;Fish and Wildlife Pond;Recreation;Hydroelectric;Water Supply;Flood Risk Reduction,US Army Corps of Engineers,KY03001,37.021671,-88.220001,Kentucky,Lyon,SMITHLAND,,CUMBERLAND,"Kentucky, Congressional District 01",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Gravity,Gravity;Earth,Earth,Soil,,109,157,157,Greater than 100 feet,10180,2833365,1966,1960-1969,,2082000,2082000,869000,57920,,2.082,2.568147,,
B. F. Sisk Dike,San Luis Dike,,CA10183,S001,CA10183S001,RECLAMATION,Federal,Federal,0,Yes,,No,Hydroelectric,Hydroelectric;Irrigation;Recreation,Bureau of Reclamation,,37.0802,-121.0963,California,Merced,LOS BANOS,12,SAN LUIS CREEK,"California, Congressional District 13",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Bituminous Concrete,Rock,30,17,30,30,25-50 feet,300,11100,1967,1960-1969,,2063510,2063510,0,12770,,2.06351,2.545339585,,
Canyon Ferry,Canyon Ferry Lake,,MT00568,,MT00568,RECLAMATION,Federal,Federal,0,No,,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Fish and Wildlife Pond;Recreation;Hydroelectric,Bureau of Reclamation,,46.6486,-111.7281,Montana,Lewis and Clark,CANYON FERRY,1,MISSOURI RIVER,"Montana, Congressional District 02",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,,No,N/A,Concrete,Concrete;Gravity,,Rock,225,172,225,225,Greater than 100 feet,1000,414400,1953,1950-1959,,2051000,2051000,1947000,34435,,2.051,2.5299085,,
Ferrells Bridge Dam,Lake O  The Pines,,TX00020,,TX00020,USACE - Fort Worth District,Federal,Federal,0,No,CESWF,No,Flood Risk Reduction,Flood Risk Reduction;Fish and Wildlife Pond;Recreation;Water Supply,US Army Corps of Engineers,TX00020,32.7499904,-94.50439743,Texas,Marion,JEFFERSON,,CYPRESS CREEK,"Texas, Congressional District 01",No,No,,No,No,No,Yes,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,US Army Corps of Engineers,,,Earth,Earth,Earth,Soil,97,90,97,97,51-100 feet,10600,4000000,1958,1950-1959,,1998740,1998740,254900,18700,,1.99874,2.46544579,,
Navajo,,,NM00120,,NM00120,RECLAMATION,Federal,Federal,0,No,,No,Flood Risk Reduction,Flood Risk Reduction;Irrigation;Recreation,Bureau of Reclamation,,36.8015,-107.6117,New Mexico,San Juan,BLOOMFIELD,25,SAN JUAN RIVER,"New Mexico, Congressional District 03",No,No,,No,No,No,Yes,Bureau of Reclamation,Bureau of Reclamation,,,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,Bureau of Reclamation,No,N/A,Earth,Earth,Bituminous Concrete,Rock,402,382,402,402,Greater than 100 feet,3648,26840900,1962,1960-1969,,1986600,1986600,1708600,19000,,1.9866,2.4504711,,
